,text,sentiment
1108,why am i so tired?,negative
1109,y do i only have 2 people following me  people follow me please x,positive
1110,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,negative
1111, another purse? need to see photos.,neutral
1112,aw. toy story 3 is coming out next year.,positive
1113,   i`m not leaving yet!,neutral
1114,goooodnight everyone!  and happy mothers day to all the mothers out there.,positive
1115,my whole immediate will be in the same city until some point tomorrow afternoon. this is monumental,positive
1116, what??  nooooooooo      there goes my weekend!,neutral
1117,good days with good friends make me not regret living,positive
1118, wats gooood !! miss yall already,negative
1119,omg i would sooooo make dis show number one n da ratings,positive
1120,listening to dashboard confessional & counting down the days until the  concert on may 16th with ,neutral
1121,its my burfday and i`m all alone,negative
1122, yes...met jon last yr at an interesting 'questionning agile' agile 2008 session.  don`t see him on this yr`s schedule.,positive
1123, aaawww  no worries fresh start to work on growing it out again,positive
1124,just spent the last two hours playing l4d with babe  had hella fun. i love him <3,positive
1125, nice to have you back,positive
1126,i knew there was a reason i hated cars! 1. too slow! 2. too big! 3. i get car sick! 4. motorbikes are much much much more fun!!,neutral
1127,"well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",neutral
1128," hahahah yeah, you`re right! plus i`m twitteraddict so, you`ll find me here all (well almost) day most likely",neutral
1129," enjoy the coffee. we miss you, petite puce (adica puricel in franceza)",positive
1130, omg evie. we have to do our plan for hot 30 tomorrow night,neutral
1131,"why are young people attracted to trouble? this makes me sad!  ,<3 kmv",negative
1132,omg i`m going to robinson with tyler wfm. and i freakin miss anthony  ugh today kinda sucks. lex<3,negative
1133, my little felted thing looks like an incestuous by- product of two of your lovelies,positive
1134, that is super sad   how is bart etc holding up?,negative
1135,_eron effy breaks my heart.,negative
1136, thanks  lyxxx,positive
1137, i am jealous...ur koi fish are getting ur attention & i`m not.....lmao   i`m kidding!!,neutral
1138,and this terrible cartoon that`s supposed to be mexican.,negative
1139,happy mothers day!,positive
1140, happy may day and star wars day,positive
1141,happy mother`s day!,positive
1142,is wondering what i did to get on the 'do not respond' list,neutral
1143,jaydiohead 'no karma' ? ://twt.fm/91610 #musicmonday this is not the android i was looking for. but it`ll do.,neutral
1144," i am ok, i think i will just take the attitude that mothers day is an invented hallmark holiday from now on",neutral
1145, - sorry only just seen this - how strange it seems only to happen from my iphone - perhaps it is a problem with twitterific,negative
1146, happy birthday!,positive
1147,://twitpic.com/4wgoi - at bus boys and poets ordering medici and white chocolate banana bread pudding !!,neutral
1148,"now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (zend) to flash",neutral
1149,thanks !!my real name is nadia,positive
1150,  but they are expensive.,negative
1151,"_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",neutral
1152,msn-ing. no school  shouldn`t there be more bank holidays? x,positive
1153,_tah oh no.  *hugs*,neutral
1154,time flies...and i never got it all right. why oh why?,neutral
1155, so sorry about that  i have the same issues...lol. my weekend started about an hour ago!!!,negative
1156,"ccï¿½s video for long gone premiers today on yahoo, dont miss it: ://new.music.yahoo.com/videos/premieres/ awesome video and version",positive
1157," i know, i know...  -hugs-",positive
1158, you have no interview today?,neutral
1159,is sad that she is not seeing basshunter at metroplex this weekend,negative
1160,date movie with nate. most likely wolverine.,neutral
1161," *reads phone book* hugh clancy, hugh claments...nope, no hugh clap.  poor holly, though she`ll grab pity votes like a shark.",negative
1162,she is beautiful . but don`t feel badly. some neaby grans see grandkids about the same amt.   can`t go to them = out of luck,neutral
1163, o can`t work that one out  pain in the **** them spammers,negative
1164,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,neutral
1165, aaaaaaaahhhhhhhh i hate the internet  when will people learn 'native widgets are always best',neutral
1166,watching w. with jas. i love my brother he`s my best friend,positive
1167,**** it. totally gutted i decided not to go out tonight. roni size is djing,negative
1168,  i don`t think i like this roy williams who dissects frogs while still alive >  you look like chachi from happy days,negative
1169, he didn`t know there was going to be a test,neutral
1170, i need to get tickets though  idk how that is gonna happen,neutral
1171,safari 4 beta (os x) is in a crash loop on startup. back to non- cookie saving firefox.,neutral
1172, i am definitely ready... actually ahead of you... i already have a sun tan and i was out at the beach yesterday.,negative
1173," as opposed to twitter, where all we can do is talk to people.  sl is fun. i already have way too many ways to distract myself.",positive
1174,wants tfa back.  ://plurk.com/p/x2rgl,neutral
1175,still on the train goin 2 the southside!,neutral
1176,zach g. gets an extensive profile in this weekend`s ny times magazine. the chances of us falling in love are getting fewer and fewer.,negative
1177,coffee time  be back later kisses*,neutral
1178, yeah! thanks! i`ll be back in soon to see what ya got!,positive
1179,ahhh fusterated,negative
1180,another hd - my lecturer was gob smacked by how good our presentation was,positive
1181,  awesome! all deserved i`m sure. miss the crabs games,positive
1182, i am using imovie 08 and it`s still not bad. i am afraid to hear what is wrong with 09,negative
1183,i wish i could play guitar..... my guitar i got a few christmas`s ago is collecting dust! i need to learn! haha,neutral
1184," when balancing a chair on my chin in the sixth form common room got nothing but sneers, i hung those balls up for good",positive
1185,but i`m talking to the boy first,neutral
1186,_envy how come you dont think you did good?!,neutral
1187,"outta the shower, too bad justin couldn`t spend the night.  haha",negative
1188, jealous  it looks like schindler`s list in toronto,negative
1189,"at little_ren is lovely lovely, and so niceee",positive
1190,i`m saying my goodbye to my car for the next 2 weeks  i`m gonna miss it!!  its going to come back beautiful though!!,neutral
1191,out with audrey,neutral
1192,  i`m so jealous! i don`t know when i`ll be able to see conan.,negative
1193,my wedding next thursday and i`m ill,negative
1194, me neither. but it`s no longer about what we want. it`s about fairness. and fairness is whatever government says it is.,neutral
1195,where are all you motivated/determined/wannabe sexy successful young professionals!??! i might really have to join a bni if there is no1!,positive
1196," i should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so im...)",neutral
1197, lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke,positive
1198, im sure jont wont mind sharing,positive
1199, aw...poor thing.,negative
1200, hahahah of course  they have such a nasty display picture :`),negative
1201, boooo!!! i bet it was a nice wallet too,positive
1202,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral
1203, thanks  scared of dentists.. looks like i am going to have to get over it and go,positive
1204, dad`s been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.,negative
1205,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,neutral
1206,"sick. feel like jello, can`t talk, and delirious.",negative
